Company/Brand,HeadQuarter,Sector,Amount($),Funding Year
KreditBee,Karnataka,Banking and Financial Services,75000000,2021
Pencil,Maharashtra,E-Commerce and Retail,1000000,2021
Aisle,Karnataka,Social Development,0,2021
Marquee Equity,Maharashtra,Banking and Financial Services,3800000,2021
UptimeAI,Karnataka,Information Technology (IT),1500000,2021
WizKlub,Karnataka,Education,800000,2021
Zolve,Karnataka,Banking and Financial Services,15000000,2021
MediBuddy,Karnataka,Education,3000000,2021
Pariksha,Maharashtra,Education,2000000,2021
Express Stores,Haryana,E-Commerce and Retail,1000000,2021
Avataar Ventures,Karnataka,Banking and Financial Services,100000000,2021
Zingbus,Haryana,Transportation and Tourism,0,2021
Phable,Karnataka,Healthcare and Fitness,12000000,2021
Codingal,Karnataka,Education,0,2021
Supply6,Karnataka,Healthcare and Fitness,100000,2021
Swajal,Haryana,Water and Environment,1600000,2021
BharatPe,Delhi,Banking and Financial Services,100000000,2021
Filo,Delhi,Education,260000,2021
Method & Madness,Maharashtra,Real Estate,2000000,2021
EduFund,Gujarat,Banking and Financial Services,300000,2021
Pepperfry,Maharashtra,E-Commerce and Retail,30000000,2021
Zingavita,Chandigarh,Healthcare and Fitness,400000,2021
Hypd Store,Delhi,E-Commerce and Retail,0,2021
VerSe Innovation,Karnataka,"Career, Special Duties and Personal Development",1000000000,2021
Supersourcing,Madhya Pradesh,Information Technology (IT),200000,2021
AutomataPi,Maharashtra,Manufacturing,400000,2021
Newton School,Karnataka,Education,5000000,2021
TenderCuts,Tamil Nadu,Agriculture and Food Production,15000000,2021
Siply,Karnataka,Banking and Financial Services,1000000,2021
SarvaGram,Maharashtra,Banking and Financial Services,10000000,2021
Unlu,Haryana,"Career, Special Duties and Personal Development",1000000,2021
GlobalFair,Haryana,E-Commerce and Retail,2000000,2021
Eduvanz,Maharashtra,Banking and Financial Services,10000000,2021
OwO,Haryana,E-Commerce and Retail,200000,2021
Progcap,Delhi,Banking and Financial Services,1000000,2021
ABL Workspaces,Delhi,Events and Hospitality,600000,2021
Nazara Technologies,Maharashtra,Media and Entertainment,10000000,2021
Scentials,Maharashtra,Healthcare and Fitness,6000000,2021
SplashLearn,Haryana,Education,18000000,2021
Maya,Karnataka,Healthcare and Fitness,2200000,2021
GoTo,Uttar Pradesh,Transportation and Tourism,150000,2021
MediBuddy,Karnataka,Healthcare and Fitness,40000000,2021
Zetwerk,Karnataka,E-Commerce and Retail,120000000,2021
Remedico,Telangana,Healthcare and Fitness,500000,2021
PrepBytes,Haryana,Education,0,2021
SATYA MicroCapital,Delhi,Banking and Financial Services,20000000,2021
YourPhysio,Maharashtra,Healthcare and Fitness,350000,2021
Aviom Housing Finance,Delhi,Banking and Financial Services,1000000,2021
Hemp Horizons,Uttar Pradesh,Healthcare and Fitness,200000,2021
MPL,Karnataka,Media and Entertainment,95000000,2021
Koo,Karnataka,E-Commerce and Retail,4100000,2021
InnerHour,Maharashtra,Healthcare and Fitness,5200000,2021
Origo,Haryana,Information Technology (IT),10000000,2021
ExMyB,Haryana,"Career, Special Duties and Personal Development",0,2021
Elucidata,Delhi,Information Technology (IT),5000000,2021
Saveo,Karnataka,Healthcare and Fitness,4000000,2021
Qin1,Uttar Pradesh,Education,0,2021
DotPe,Haryana,Banking and Financial Services,8000000,2021
Taskmo,Karnataka,E-Commerce and Retail,1400000,2021
MasterMentors,West Bengal,Education,1500000,2021
KIKO TV,Maharashtra,E-Commerce and Retail,0,2021
Quali55Care,Maharashtra,Healthcare and Fitness,0,2021
Ruptok,Delhi,Banking and Financial Services,10000000,2021
RevFin,Delhi,Banking and Financial Services,0,2021
SeeVC,Delhi,Information Technology (IT),1000000,2021
Junio,Delhi,Education,1000000,2021
VenWiz,Karnataka,E-Commerce and Retail,300000,2021
Vista Rooms,Maharashtra,Events and Hospitality,1000000,2021
Makers Hive,Telangana,Information Technology (IT),9000000,2021
Headfone,Karnataka,Media and Entertainment,3000000,2021
Zouk,Maharashtra,Fashion and Beauty,0,2021
MPL,Karnataka,Media and Entertainment,5000000,2021
GrowFix,Karnataka,Banking and Financial Services,2000000,2021
Bombay Shaving Company,Delhi,Fashion and Beauty,6000000,2021
Dunzo,Karnataka,Transportation and Tourism,40000000,2021
BeyondSkool,Maharashtra,Education,2000000,2021
Mindler,Delhi,Education,1000000,2021
Fashinza,Haryana,E-Commerce and Retail,2600000,2021
BharatPe,Delhi,Banking and Financial Services,6000000,2021
Turnip,Karnataka,Media and Entertainment,1600000,2021
Furlenco,Karnataka,"Career, Special Duties and Personal Development",2000000,2021
Inficold,Delhi,Energy,900000,2021
KIWI,Delhi,"Career, Special Duties and Personal Development",250000,2021
Digit Insurance,Karnataka,Banking and Financial Services,0,2021
BharatPe,Delhi,Banking and Financial Services,10000000,2021
MFine,Karnataka,Healthcare and Fitness,16000000,2021
Udayy,Haryana,Education,2500000,2021
Lohum,Uttar Pradesh,Manufacturing,7000000,2021
Darwinbox,Telangana,"Career, Special Duties and Personal Development",15000000,2021
DeHaat,Bihar,Information Technology (IT),30000000,2021
Samunnati,Tamil Nadu,Information Technology (IT),10000000,2021
Biconomy,Delhi,Blockchain,1500000,2021
True Elements,Maharashtra,Agriculture and Food Production,1000000,2021
Nao Spirits & Beverages Pvt Ltd,Delhi,Agriculture and Food Production,2000000,2021
PurpleTutor,Maharashtra,Education,300000,2021
Karkhana.io,Maharashtra,Manufacturing,1500000,2021
SSA Finserv,Maharashtra,Banking and Financial Services,3000000,2021
CoinSwitch Kuber,Karnataka,Blockchain,15000000,2021
Paperfly,Karnataka,E-Commerce and Retail,11000000,2021
Infra.Market,Maharashtra,E-Commerce and Retail,6000000,2021
ReadyAssist,Karnataka,Transportation and Tourism,1000000,2021
Chalo,Maharashtra,Information Technology (IT),7000000,2021
Unacademy,Karnataka,Education,50000000,2021
Ergos,Bihar,Information Technology (IT),3000000,2021
Bolkar,Karnataka,Media and Entertainment,0,2021
Wright Research,Maharashtra,"Career, Special Duties and Personal Development",0,2021
Knocksense,Uttar Pradesh,Media and Entertainment,200000,2021
Pariksha,Maharashtra,Education,1800000,2021
Toothsi,Maharashtra,Healthcare and Fitness,5000000,2021
Jumbotail,Karnataka,Agriculture and Food Production,14300000,2021
Phi Commerce,Maharashtra,Banking and Financial Services,4000000,2021
Zupee,Haryana,Media and Entertainment,10000000,2021
Oneiric Gaming,Chandigarh,Media and Entertainment,0,2021
Finsall,Karnataka,Banking and Financial Services,300000,2021
Legalwiz.in,Gujarat,"Career, Special Duties and Personal Development",500000,2021
Practically,Telangana,Education,4000000,2021
Cred,Karnataka,Banking and Financial Services,81000000,2021
Devic Earth,Karnataka,Water and Environment,1000000,2021
Zerone,Haryana,Banking and Financial Services,1300000,2021
boAt,Maharashtra,Fashion and Beauty,100000000,2021
Pocket Aces,Maharashtra,Media and Entertainment,2000000,2021
Kyt,Karnataka,Education,5000000,2021
iMumz,Karnataka,Healthcare and Fitness,300000,2021
BharatPe,Delhi,Banking and Financial Services,8200000,2021
CropIn,Karnataka,Information Technology (IT),20000000,2021
Udaan,Karnataka,E-Commerce and Retail,280000000,2021
Vanity Wagon,Haryana,Fashion and Beauty,200000,2021
Oyo,Haryana,Events and Hospitality,7000000,2021
Agri10x,Maharashtra,Information Technology (IT),0,2021
BlackSoil,Maharashtra,Banking and Financial Services,4000000,2021
HobSpace,Maharashtra,Education,100000,2021
DcodeAI,Delhi,Education,500000,2021
Biocon Biologics,Karnataka,Information Technology (IT),70000000,2021
KiranaKart,Maharashtra,E-Commerce and Retail,720000,2021
Meddo,Haryana,Healthcare and Fitness,3000000,2021
SP Robotic Works,Tamil Nadu,Education,3000000,2021
3SC,Haryana,Transportation and Tourism,15000000,2021
Chai Waale,Tamil Nadu,Agriculture and Food Production,600000,2021
Minimalist,Rajasthan,Fashion and Beauty,10000000,2021
Biconomy,Delhi,Blockchain,9000000,2021
Fixcraft,Haryana,Manufacturing,1000000,2021
Slice,Karnataka,Banking and Financial Services,10000000,2021
90+ My Tuition App,Karnataka,Education,5000000,2021
Wasabi,Karnataka,"Career, Special Duties and Personal Development",1800000,2021
Strata,Karnataka,Real Estate,6000000,2021
Ourbetterplanet,Karnataka,E-Commerce and Retail,300000,2021
Murf.ai,Karnataka,Information Technology (IT),1500000,2021
JetSynthesys,Maharashtra,Media and Entertainment,2000000,2021
MYFITNESS,Silvassa,Healthcare and Fitness,1000000,2021
I am Love,Maharashtra,Healthcare and Fitness,4000000,2021
MyGlamm,Maharashtra,E-Commerce and Retail,40000000,2021
Gumlet,Karnataka,Information Technology (IT),1600000,2021
Eloelo,Karnataka,Media and Entertainment,2000000,2021
Edukemy,Uttar Pradesh,Education,2000000,2021
Zingbus,Haryana,Transportation and Tourism,5000000,2021
NewsReach,Gujarat,Media and Entertainment,300000,2021
Pencilton,Telangana,Banking and Financial Services,330000,2021
Bandhoo,Haryana,Information Technology (IT),1000000,2021
ixigo,Haryana,Information Technology (IT),53000000,2021
The Whole Truth,Maharashtra,Agriculture and Food Production,6000000,2021
Insane AI,Karnataka,Healthcare and Fitness,800000,2021
Learn4o Technology,Rajasthan,Education,0,2021
Droom,Haryana,Manufacturing,200000000,2021
Skymet,Uttar Pradesh,Water and Environment,1000000,2021
Go Swift,Karnataka,E-Commerce and Retail,2000000,2021
Mamaearth,Haryana,Healthcare and Fitness,50000000,2021
G.O.A.T,Karnataka,E-Commerce and Retail,36000000,2021
Keeros,Uttar Pradesh,Agriculture and Food Production,0,2021
ReDesyn,Maharashtra,E-Commerce and Retail,300000,2021
Inspacco,Maharashtra,"Career, Special Duties and Personal Development",200000,2021
Knorish,Haryana,Education,1000000,2021
Dozee,Karnataka,Healthcare and Fitness,5000000,2021
BlackBuck,Karnataka,Transportation and Tourism,67000000,2021
Mailmodo,Karnataka,E-Commerce and Retail,2000000,2021
SuperBeings,Karnataka,Information Technology (IT),0,2021
NirogStreet,Delhi,Healthcare and Fitness,2500000,2021
Hyreo,Kerala,"Career, Special Duties and Personal Development",0,2021
GODI Energy,Telangana,Manufacturing,0,2021
Even,Karnataka,Healthcare and Fitness,5000000,2021
Captain Fresh,Karnataka,Transportation and Tourism,12000000,2021
Otipy,Haryana,Agriculture and Food Production,10200000,2021
Lenskart,Haryana,Fashion and Beauty,220000000,2021
Eka.care,Karnataka,Healthcare and Fitness,4500000,2021
Braingroom,Tamil Nadu,Education,200000,2021
Edvizo,Karnataka,E-Commerce and Retail,1000000,2021
Credenc,Delhi,Banking and Financial Services,25000000,2021
GlobalBees,Delhi,E-Commerce and Retail,150000000,2021
Spinny,Haryana,Manufacturing,108000000,2021
Mynvax,Karnataka,Information Technology (IT),4000000,2021
RiseBird,Maharashtra,"Career, Special Duties and Personal Development",500000,2021
Uvi Health,Karnataka,Healthcare and Fitness,330000,2021
Vegrow,Karnataka,Agriculture and Food Production,13000000,2021
Automovill,Karnataka,Manufacturing,500000,2021
NFTically,Haryana,Blockchain,0,2021
HealthifyMe,Karnataka,Healthcare and Fitness,75000000,2021
GalaxyCard,Haryana,Banking and Financial Services,450000,2021
Bella Vita Organic,Haryana,Healthcare and Fitness,10000000,2021
SmartCoin,Karnataka,Banking and Financial Services,10000000,2021
CareerNinja,Maharashtra,Education,0,2021
MYSUN,Delhi,Energy,2000000,2021
Sea6 Energy,Karnataka,Information Technology (IT),9000000,2021
Beco,Maharashtra,E-Commerce and Retail,500000,2021
OneCode,Karnataka,Information Technology (IT),5000000,2021
MedPay,Karnataka,Information Technology (IT),1200000,2021
Inshorts,Uttar Pradesh,Information Technology (IT),60000000,2021
Digantara,Karnataka,Information Technology (IT),2500000,2021
Aqgromalin,Tamil Nadu,Information Technology (IT),700000,2021
Square Yards,Haryana,Real Estate,25000000,2021
OYO,Haryana,Events and Hospitality,660000000,2021
Slang Labs,Karnataka,Information Technology (IT),0,2021
NirogGyan,Haryana,Healthcare and Fitness,0,2021
Ola Electric,Karnataka,Manufacturing,100000000,2021
Bikry app,Uttar Pradesh,Information Technology (IT),1300000,2021
Oliveboard,Karnataka,Education,3000000,2021
Little Leap,Delhi,Education,300000,2021
Trell,Karnataka,E-Commerce and Retail,45000000,2021
Kredent,West Bengal,Education,1000000,2021
EasyAspataal,Maharashtra,Healthcare and Fitness,500000,2021
SMOOR,Karnataka,Agriculture and Food Production,0,2021
Pankhuri,Karnataka,Social Development,3200000,2021
Arcana,Karnataka,Information Technology (IT),370000,2021
AdmitKard,Uttar Pradesh,Education,1000000,2021
UrbanKisaan,Telangana,Agriculture and Food Production,0,2021
Aquaconnect,Tamil Nadu,Agriculture and Food Production,4000000,2021
Vah Vah!,Karnataka,Education,1800000,2021
LetsDressUp,Haryana,Fashion and Beauty,300000,2021
Sapio Analytics,Maharashtra,Information Technology (IT),150000,2021
BHyve,Maharashtra,"Career, Special Duties and Personal Development",300000,2021
Indi Energy,Uttarakhand,Energy,0,2021
The Ayurveda Co,Haryana,E-Commerce and Retail,0,2021
Pratilipi,Karnataka,"Career, Special Duties and Personal Development",48000000,2021
Ati Motors,Karnataka,Manufacturing,35000000,2021
peAR,Maharashtra,Information Technology (IT),300000,2021
Gourmet Garden,Karnataka,Agriculture and Food Production,3000000,2021
The Sleep Company,Maharashtra,E-Commerce and Retail,1000000,2021
TyrePlex,Delhi,E-Commerce and Retail,0,2021
ION Energy,Maharashtra,Manufacturing,3600000,2021
Digit Insurance,Karnataka,Banking and Financial Services,200000000,2021
FRAAZO,Maharashtra,Agriculture and Food Production,11000000,2021
Licious,Karnataka,Agriculture and Food Production,192000000,2021
WinZO,Delhi,Media and Entertainment,65000000,2021
Furlenco,Karnataka,E-Commerce and Retail,100000000,2021
Skylark Drones,Karnataka,Transportation and Tourism,3000000,2021
Leegality,Haryana,Information Technology (IT),0,2021
Arcatron Mobility,Maharashtra,Healthcare and Fitness,0,2021
TWID,Karnataka,Banking and Financial Services,2500000,2021
PeakPerformer,Karnataka,Education,0,2021
MyMobiForce,Uttar Pradesh,Information Technology (IT),1400000,2021
Pine Labs,Uttar Pradesh,Information Technology (IT),600000,2021
Genworks Health,Karnataka,Healthcare and Fitness,2000000,2021
Pocketly,Karnataka,Banking and Financial Services,0,2021
Neverinstall,Karnataka,Information Technology (IT),370000,2021
CoRover,Karnataka,Information Technology (IT),0,2021
BeatO,Delhi,Healthcare and Fitness,5000000,2021
Earth Rhythm,Haryana,Fashion and Beauty,1200000,2021
Fountain9,Maharashtra,Information Technology (IT),1900000,2021
Rockclimber,Karnataka,Agriculture and Food Production,1000000,2021
SpEd@home,Maharashtra,Education,300000,2021
CanPe,Karnataka,Information Technology (IT),0,2021
Green Soul,Maharashtra,E-Commerce and Retail,200000,2021
Shiprocket,Delhi,Transportation and Tourism,41000000,2021
DealShare,Karnataka,E-Commerce and Retail,144000000,2021
Teachmint,Karnataka,Education,20000000,2021
Vahak,Karnataka,Transportation and Tourism,5000000,2021
goSTOPS,Delhi,Events and Hospitality,1000000,2021
Codedamn,Delhi,Information Technology (IT),0,2021
Biocraft Innovation Technology,Uttar Pradesh,Water and Environment,0,2021
Powerplay,Karnataka,Construction,5200000,2021
Accio Robotics,Karnataka,Manufacturing,0,2021
Delhivery,Haryana,Transportation and Tourism,270000000,2021
Avishkaar,Delhi,Education,600000,2021
Jobsgaar,Delhi,Media and Entertainment,140000,2021
Almo,Haryana,E-Commerce and Retail,0,2021
Breathe Well-being,Delhi,Healthcare and Fitness,1000000,2021
GalaxEye,Tamil Nadu,Information Technology (IT),0,2021
Good Health Clinic,Telangana,Healthcare and Fitness,5000000,2021
Urban Company,Delhi,"Career, Special Duties and Personal Development",250000000,2021
MYBYK,Ahmadabad,E-Commerce and Retail,1000000,2021
Locus,Karnataka,Transportation and Tourism,50000000,2021
Crejo.Fun,Karnataka,Education,3000000,2021
Bambinos,Karnataka,Education,500000,2021
KreditBee,Karnataka,Banking and Financial Services,8000000,2021
Spardha,Maharashtra,Education,400000,2021
Onelife Nutriscience,Maharashtra,Healthcare and Fitness,0,2021
Flatheads,Karnataka,Fashion and Beauty,0,2021
Fable Fintech,Maharashtra,Banking and Financial Services,0,2021
Holisol,Delhi,Transportation and Tourism,3000000,2021
Now&Me,Delhi,Healthcare and Fitness,1000000,2021
Fyllo,Karnataka,Information Technology (IT),400000,2021
Cora Health,Karnataka,Healthcare and Fitness,0,2021
Blaer Motors,Tamil Nadu,Transportation and Tourism,300000,2021
Swiflearn,Haryana,Education,3000000,2021
Cashfree,Karnataka,Banking and Financial Services,0,2021
QuickSell,Maharashtra,E-Commerce and Retail,2000000,2021
Truemeds,Maharashtra,Healthcare and Fitness,5000000,2021
Candes,Delhi,E-Commerce and Retail,3000000,2021
MediBuddy,Karnataka,Healthcare and Fitness,3000000,2021
F5,Delhi,Agriculture and Food Production,300000,2021
Capital Float,Karnataka,Banking and Financial Services,6000000,2021
IntelleWings,Haryana,Information Technology (IT),100000,2021
Shyplite,Delhi,Transportation and Tourism,1000000,2021
Refyne,Karnataka,Banking and Financial Services,20000000,2021
Greenjoules,Maharashtra,Energy,4500000,2021
MentorKart,Delhi,"Career, Special Duties and Personal Development",150000,2021
Leverage Edu,Delhi,Education,2000000,2021
Kale Logistics,Maharashtra,Transportation and Tourism,5000000,2021
CustomerGlu,Karnataka,"Career, Special Duties and Personal Development",320000,2021
Cell Propulsion,Karnataka,Manufacturing,2000000,2021
Wellbeing Nutrition,Maharashtra,Healthcare and Fitness,0,2021
Pee Safe,Haryana,Healthcare and Fitness,3000000,2021
Chqbook,Delhi,Banking and Financial Services,1000000,2021
SimpliContract,Karnataka,Information Technology (IT),1800000,2021
Dropshop,Karnataka,Transportation and Tourism,1000000,2021
Jumbotail,Karnataka,E-Commerce and Retail,4000000,2021
BYJU'S,Karnataka,Education,350000000,2021
Power Gummies,Delhi,Agriculture and Food Production,1000000,2021
Convosight,Delhi,Information Technology (IT),9000000,2021
Junio,Delhi,Banking and Financial Services,600000,2021
Wherehouse.io,Delhi,Transportation and Tourism,0,2021
Flexmoney,Maharashtra,Banking and Financial Services,4800000,2021
Fampay,Karnataka,Banking and Financial Services,38000000,2021
Apna,Karnataka,"Career, Special Duties and Personal Development",70000000,2021
XYXX Apparels,Gujarat,Fashion and Beauty,4000000,2021
WaterScience,Karnataka,E-Commerce and Retail,0,2021
BrowserStack,Maharashtra,Information Technology (IT),200000000,2021
Vital,Delhi,Banking and Financial Services,3000000,2021
Juicy chemistry,Tamil Nadu,Healthcare and Fitness,0,2021
Samaaro,Karnataka,Information Technology (IT),125000,2021
Imagimake,Maharashtra,"Career, Special Duties and Personal Development",500000,2021
MSMEx,Maharashtra,Education,1000000,2021
RenewBuy,Haryana,Banking and Financial Services,45000000,2021
saarthi.ai,Karnataka,Information Technology (IT),0,2021
Kutumb,Karnataka,Media and Entertainment,26000000,2021
Superplum,Uttar Pradesh,Information Technology (IT),3800000,2021
Upside AI,Maharashtra,Banking and Financial Services,1200000,2021
PazCare,Karnataka,Banking and Financial Services,0,2021
Answer Genomics,Karnataka,Healthcare and Fitness,0,2021
Skillmatics,Maharashtra,Education,6000000,2021
Bimaplan,Karnataka,Banking and Financial Services,2500000,2021
Bueno Finance,Haryana,Banking and Financial Services,3000000,2021
CityMall,Haryana,E-Commerce and Retail,22000000,2021
BYJU’S,Karnataka,Education,50000000,2021
India Quotient,Maharashtra,Banking and Financial Services,64000000,2021
The Switch Fix,Haryana,Healthcare and Fitness,0,2021
Anvidha Technologies,Haryana,Information Technology (IT),1500000,2021
DigiSparsh,Maharashtra,Banking and Financial Services,0,2021
CoffeeMug.ai,Delhi,Social Development,620000,2021
Pathfndr.io,Karnataka,Information Technology (IT),0,2021
BigLeap,Telangana,"Career, Special Duties and Personal Development",600000,2021
Kazam,Karnataka,Manufacturing,900000,2021
MYRE Capital,Maharashtra,E-Commerce and Retail,0,2021
BimaPe,Maharashtra,Banking and Financial Services,500000,2021
MicroDegree,Karnataka,Education,0,2021
Saarthi Pedagogy,Ahmadabad,Education,1000000,2021
Synapsica,Delhi,Healthcare and Fitness,4000000,2021
Kwik Foods,Haryana,Agriculture and Food Production,0,2021
Plutomen,Ahmadabad,Information Technology (IT),300000,2021
GoMechanic,Haryana,Manufacturing,42000000,2021
Grinntech,Tamil Nadu,Manufacturing,2000000,2021
Nobel Hygiene,Maharashtra,Healthcare and Fitness,60000000,2021
Green Cure,Delhi,Healthcare and Fitness,0,2021
Classplus,Uttar Pradesh,Education,65000000,2021
WINDO,Telangana,E-Commerce and Retail,500000,2021
ApnaKlub,Karnataka,E-Commerce and Retail,0,2021
LegalPay,Delhi,Banking and Financial Services,0,2021
Lavado,Maharashtra,E-Commerce and Retail,0,2021
Navars,Telangana,Education,0,2021
GoBolt,Haryana,Transportation and Tourism,20000000,2021
Loco,Karnataka,Media and Entertainment,9000000,2021
Auric,Delhi,Healthcare and Fitness,2000000,2021
Edmingle,Karnataka,Education,300000,2021
Slice,Karnataka,Banking and Financial Services,20000000,2021
Humit,Karnataka,Media and Entertainment,0,2021
Airblack,Haryana,Information Technology (IT),5200000,2021
NIRAMAI,Karnataka,Healthcare and Fitness,0,2021
Intervue,Delhi,Information Technology (IT),0,2021
Nestroots,Haryana,Fashion and Beauty,100000,2021
Detect Technologies,Tamil Nadu,Manufacturing,12000000,2021
CredR,Karnataka,Manufacturing,6500000,2021
Fourth Partner Energy,Telangana,Energy,125000000,2021
TABLT,West Bengal,Healthcare and Fitness,3000000,2021
Hesa,Telangana,Information Technology (IT),2000000,2021
Powerhouse91,Haryana,E-Commerce and Retail,0,2021
Nalanda Learning,West Bengal,Education,5000000,2021
Chargeup,Delhi,Energy,0,2021
Knackit,Karnataka,Information Technology (IT),100000,2021
Treebo Hotels,Karnataka,Events and Hospitality,16000000,2021
Raptee Energy,Tamil Nadu,Manufacturing,700000,2021
Meddo,Haryana,Healthcare and Fitness,6000000,2021
Supertails,Karnataka,"Career, Special Duties and Personal Development",2600000,2021
SkilloVilla,Karnataka,Education,300000,2021
Cancer Clinics,Telangana,Healthcare and Fitness,1500000,2021
Velocity,Karnataka,Banking and Financial Services,1300000,2021
Happy Jars,Delhi,Agriculture and Food Production,400000,2021
Inshorts,Uttar Pradesh,Media and Entertainment,40000000,2021
ExtraaEdge,Maharashtra,Information Technology (IT),1000000,2021
Zotalabs,Maharashtra,Information Technology (IT),1250000,2021
Voiro,Karnataka,Media and Entertainment,1800000,2021
Dream Sports,Maharashtra,Media and Entertainment,400000000,2021
Safex Chemicals,Delhi,Information Technology (IT),50000000,2021
Instoried,Karnataka,"Career, Special Duties and Personal Development",0,2021
Rupifi,Karnataka,Banking and Financial Services,4100000,2021
Moneyboxx,Maharashtra,Banking and Financial Services,3000000,2021
CityMall,Haryana,E-Commerce and Retail,11000000,2021
Janani,Karnataka,Healthcare and Fitness,1000000,2021
ReshaMandi,Karnataka,Information Technology (IT),1700000,2021
Bombay Shaving Company,Delhi,"Career, Special Duties and Personal Development",2000000,2021
DotPe,Haryana,Banking and Financial Services,27000000,2021
Homingos,Karnataka,Information Technology (IT),0,2021
Anar Business Community,Maharashtra,Information Technology (IT),0,2021
Five Star Finance,Tamil Nadu,Banking and Financial Services,234000000,2021
Settlrs,Karnataka,E-Commerce and Retail,0,2021
BYJU'S,Karnataka,Education,460000000,2021
Annapurna Finance,Odisha,Banking and Financial Services,30000000,2021
HealthPlix,Karnataka,Healthcare and Fitness,13500000,2021
Masai School,Karnataka,Education,5000000,2021
Bewakoof,Maharashtra,E-Commerce and Retail,4000000,2021
IndiaLends,Delhi,Banking and Financial Services,5100000,2021
Stelis Biopharma,Karnataka,Information Technology (IT),195000000,2021
Tilt,Karnataka,E-Commerce and Retail,125000,2021
NeoDove,Rajasthan,Information Technology (IT),15000000,2021
Zaara Biotech,Kerala,Information Technology (IT),10000000,2021
True Balance,Haryana,Banking and Financial Services,10000000,2021
Muvin,Karnataka,Banking and Financial Services,1000000,2021
Purplle,Maharashtra,Fashion and Beauty,45000000,2021
FloBiz,Karnataka,Information Technology (IT),10000000,2021
Jeevam Health,Delhi,Healthcare and Fitness,1500000,2021
NewLink Group,Beijing,Information Technology (IT),200000000,2021
OZiva,Maharashtra,Healthcare and Fitness,12000000,2021
Blive,Goa,Transportation and Tourism,1000000,2021
Nazara Technologies,Maharashtra,Media and Entertainment,30000000,2021
Euler Motors,Delhi,Manufacturing,2600000,2021
Pixxel,Karnataka,Information Technology (IT),7300000,2021
Prescinto,Gujarat,Energy,3500000,2021
MyGlamm,Maharashtra,Fashion and Beauty,20000000,2021
Chirrup,Karnataka,Media and Entertainment,300000,2021
Policybazaar,Haryana,Banking and Financial Services,75000000,2021
Livve Homes,Karnataka,E-Commerce and Retail,5000000,2021
Juicy Chemistry,Tamil Nadu,Healthcare and Fitness,6300000,2021
Svasti Microfinance,Maharashtra,Banking and Financial Services,4000000,2021
Nexprt,Delhi,"Career, Special Duties and Personal Development",2000000,2021
Wysa,Karnataka,Information Technology (IT),0,2021
Ankur capital,Maharashtra,Banking and Financial Services,40000000,2021
Indifi,Haryana,Banking and Financial Services,5000000,2021
Firmway,Maharashtra,Banking and Financial Services,0,2021
Say Cheese,Maharashtra,Information Technology (IT),1000000,2021
Indic Inspirations,Maharashtra,Cultural Heritage,300000,2021
Bimaplan,Maharashtra,Banking and Financial Services,500000,2021
YAP,Tamil Nadu,Banking and Financial Services,10000000,2021
Leap Finance,Karnataka,Banking and Financial Services,17000000,2021
BlackSoil NBFC,Maharashtra,Banking and Financial Services,3000000,2021
OYO,Haryana,Events and Hospitality,200000000,2021
Max Healthcare,Delhi,Healthcare and Fitness,140000000,2021
4baseCare,Karnataka,Healthcare and Fitness,2000000,2021
Ezstays,Delhi,Education,400000,2021
Stylework,Haryana,"Career, Special Duties and Personal Development",500000,2021
Kinara Capital,Karnataka,Banking and Financial Services,6000000,2021
Riskcovry,Karnataka,Banking and Financial Services,5000000,2021
NODWIN,Haryana,Media and Entertainment,20000000,2021
Quizizz,Karnataka,Education,12500000,2021
Ecom Express,Delhi,E-Commerce and Retail,20000000,2021
Turtlemint,Maharashtra,Banking and Financial Services,45000000,2021
Captain Fresh,Karnataka,Transportation and Tourism,3000000,2021
Northern Arc,Tamil Nadu,Banking and Financial Services,10000000,2021
Qoohoo,Karnataka,Media and Entertainment,800000,2021
IGL,Maharashtra,Media and Entertainment,500000,2021
AMPM,Haryana,E-Commerce and Retail,200000,2021
The ePlane,Tamil Nadu,Media and Entertainment,1000000,2021
Cashify,Haryana,E-Commerce and Retail,15000000,2021
Bijnis,Delhi,E-Commerce and Retail,0,2021
Questt,Haryana,Education,1000000,2021
DealShare,Rajasthan,E-Commerce and Retail,3000000,2021
Euler Motors,Delhi,Manufacturing,4000000,2021
Blume Ventures,Maharashtra,Banking and Financial Services,40000000,2021
KoineArth,Karnataka,Blockchain,1800000,2021
ImaginXP,Maharashtra,Education,1500000,2021
Virohan,Haryana,Education,0,2021
Apna.co,Karnataka,"Career, Special Duties and Personal Development",12500000,2021
ideaForge,Maharashtra,Media and Entertainment,2000000,2021
Clairco,Karnataka,Information Technology (IT),500000,2021
Northern Arc,Tamil Nadu,Banking and Financial Services,50000000,2021
Lenskart,Haryana,Fashion and Beauty,95000000,2021
ParkSmart,Delhi,Manufacturing,0,2021
Virohan,Haryana,Education,3000000,2021
BankSathi,Delhi,Banking and Financial Services,200000,2021
Spark Studio,Karnataka,Education,0,2021
BlissClub,Karnataka,Fashion and Beauty,2000000,2021
BricSpaces,Karnataka,Real Estate,350000,2021
ANSR,Karnataka,"Career, Special Duties and Personal Development",15000000,2021
Keito,Maharashtra,Information Technology (IT),0,2021
Reccy Adventures,Haryana,Healthcare and Fitness,400000,2021
Magenta EV,Maharashtra,Energy,15000000,2021
Karbon Card,Karnataka,Banking and Financial Services,1000000,2021
